video_id,title,channel_name,tanggal,author,komentar,label,komentar_clean,predicted_label
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.151.966.780,fauzirahman3363,mamanya juga mobil kompetitif Broo klo gamau ancur maen kontes aja,0,mamanya mobil kompetitif broo klo gamau ancur maen kontes aja,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.152.182.490,manonthemoon1204,Lu tuh gak di ajak,0,lu tuh gak ajak,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.964.152.185.200,ALIFRMDN,Bukan mobil JDM soalnya,0,mobil jdm,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.740.007.352.186.430,anp6301,​ @manonthemoon1204 uuuhh sakit banget😂,0,​ uuuhh sakit banget,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.152.388.230,davidmario2651,Setuju nih modif motor,0,setuju nih modif motor,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.152.390.930,rizkyrohmatullah3531," @robbyzulhaq_rz6725 kan posting nya di channel pribadinya, bukan di channel ini",0,"posting nya channel pribadinya , channel",0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.152.392.250,davidmario2651, @robbyzulhaq_rz6725  postingnya di channel pribadi ziko bukan di chanel garasi drift,0,postingnya channel pribadi ziko chanel garasi drift,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.152.393.560,Dapurpacumotor_,"@ minimal nyimak, kalo mau buat bakalan up di chanel pribadinya",0,"@ minimal nyimak , kalo up chanel pribadinya",0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,173.994.615.239.488,fahdliramdani5770,Se7 mau tau juga selera ziko klo modif motor😂,0,se7 tau selera ziko klo modif motor,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.152.397.500,obayadjah,Ayoo jadi ngabers lah😅,0,ayoo ngabers,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.152.398.810,kangpillar8555,​ @robbyzulhaq_rz6725 nyimak lol dia bilang di chanel pribadi,0,​ nyimak lol bilang chanel pribadi,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.152.400.110,David-i8g6h,Setujuh banget.,0,setujuh banget .,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.152.634.400,renalaja323, @robbyzulhaq_rz6725 kurang nyimak lu ngap,0,nyimak lu ngap,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.152.635.780,ahohohoyyy,mio sih seru,0,mio sih seru,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.152.637.090,n2pkrupuk499,Gas mas 😍😍,0,gas mas,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.152.641.040,ahendri585,Boleh ni konten motor,0,ni konten motor,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,173.994.615.264.758,ipbox4309,Setuju banget 🎉,0,setuju banget,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.152.648.870,zakiapriferdian7933,Gas bang ziko,0,gas bang ziko,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.964.152.650.190,abihirzam9634,gas aja ziko modif motor nya,0,gas aja ziko modif motor nya,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.152.862.930,7vll,bakal pecah si kalo gd project supercar huracan🔥,0,pecah si kalo gd project supercar huracan,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.152.864.280,marcellinogokil9072,ga sabarannn pen liat ❤,0,ga sabarannn pen liat,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.152.865.600,Reiqu-r6d,reall sihh lbwk mah juaranya di jepang🤣,0,reall sihh lbwk mah juaranya jepang,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.949.753.046.170,abdullahmaarif-qz2rx,yng nouvo kah?,0,yng nouvo kah ?,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.953.353.047.510,bintangnugherah4795,"@abdullahmaarif-qz2rx  3 motor itu bg, adv nouvo sm vario",0,"-qz2rx 3 motor bg , adv nouvo sm vario",0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.153.232.170,JazzGe8-u9l,Ownernya juga bilang ae86 kw pas di vlog roy,0,ownernya bilang ae86 kw pas vlog roy,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.153.467.340,MwhdHlmi,"Jangan,cakepan gitu",0,", cakepan gitu",0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.153.470.040,rxzalz,"Menurutku sih yang sekarang udah poll, simple tapi elegan sangar",0,"menurutku sih udah poll , simple elegan sangar",0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,173.994.615.382.807,febrianzyx,"26:18 ""boleh di buka mas?"" Tulisan di wing menjawab",0,26:18 `` buka mas ? '' tulisan wing,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.153.830.720,satriaxradewa5561,Ziko jadi anak motor 9:40,0,ziko anak motor 9:40,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.153.833.370,ZACHARYGauthier-f6u,06:30 P U L A U W I N bahaya buat orang ketagihan,1,06:30 p u l a u w i n bahaya orang ketagihan,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.153.834.680,Pssgnwn,"9:26 setuju , modif motor xmax nya bang
Jadiiin project pasti seru bgt",0,"9:26 setuju , modif motor xmax nya bang jadiiin project seru bgt",0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.153.837.360,adityagunawan9001,15:31 terskip🗿🗿,0,15:31 terskip,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.153.838.680,rafii820,9:28 motor oss dete sikat bang ziko modif motor jadi ngabers juga😂,0,9:28 motor oss dete sikat bang ziko modif motor ngabers,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.153.839.990,EzzaAhmad-q2u,9:26 bangun kph jogja style aja mabg🗿😹,0,9:26 bangun kph jogja style aja mabg,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.153.841.310,Ozinchanel,"Manteb banget banyak carbon , wide body Keren abis.",0,"manteb banget carbon , wide body keren abis .",0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.153.842.640,KalengSarden00,"15:29 : harusnya pake backsound ""eeeeeee A e e e e Aaaaaa""",0,15:29 : pake backsound `` eeeeeee a e e e e aaaaaa '',0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,173.994.615.384.396,_HirakoVairzard,19:45 😂 kayaknya arahnya sama deh mas ziko😆 kurang briping nih😅,0,19:45 kayaknya arahnya deh mas ziko briping nih,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.153.845.290,SonerSerdar,18:46 itu orang main di ᗩᗷGᗯIᑎ ga jantungan 🤔,1,18:46 orang main ᗩᗷgᗯiᑎ ga jantungan,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.964.153.846.620,sigidaryawitjaksana2182,10:40 kira kira make yg lb works apa lb silhouette ya?😂😂😂,0,10:40 make yg lb works lb silhouette ya ?,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.964.153.850.580,raihanwishnu1627,9:26 langsung tamat kek nya kalo modif motor🤣,0,9:26 langsung tamat kek nya kalo modif motor,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.949.754.031.380,turah2767,Anytime baby😊,0,anytime baby,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.154.233.470,yussapratama5, @adityagunawan9001  wkwkwkwk mana iya lagi,0,wkwkwkwk iya,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.154.234.790,stealgame6892,Si asep ga diajak,0,si asep ga diajak,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.154.418.160,morganireng,Udah pura pura gak liat aja,0,udah pura pura gak liat aja,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.154.420.090,ericksullvian027,Anyinggg awowkkwkw 😂😂😂,0,anyinggg awowkkwkw,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.154.770.070,fachrureizanadit,15:27 apaan tuh sosok hitam,0,15:27 tuh sosok hitam,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.154.771.970,zyramiom3209,seneng banget gd gaji rajin upload❤❤,0,seneng banget gd gaji rajin upload,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.154.774.800,Dendayy,9:41 gasss mass zikooo kaya menjadi hall yang baruu dan seruu,0,9:41 gasss mass zikooo kaya hall baruu seruu,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,173.994.615.477.619,ValentinoRossi-b2p,2:53 ada kaya mobil nya akang mv,0,2:53 kaya mobil nya akang mv,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.154.782.030,BirsenAyse,1 d trending gatuh🎉 ★Mandalika77★,1,1 d trending gatuh ★mandalika77★,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.154.784.830,szyq9262,9:27 xmax welcomeluster nihh,0,9:27 xmax welcomeluster nihh,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.154.786.140,GNClass17,Sehat selalu abangkuhhhh💕👏🏻😎🤗❤,0,sehat abangkuhhhh,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.154.788.780,munoedw6702,10:40 lbwk huracan kah?,0,10:40 lbwk huracan kah ?,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.154.790.090,deadwood21plus,"9:31 Gassskaaan Bang, Ziko Ngaber 😂",0,"9:31 gassskaaan bang , ziko ngaber",0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.154.791.410,HermineOstrander,05:35 M A N D A L I K A 7 7 tempat ngadu nasib wkwkw,1,05:35 m a n d a l i k a 7 7 ngadu nasib wkwkw,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.154.794.020,MerveMehmet-e8n,Haadiir selalu Mas ★𝗠𝗮𝗻dalika77★,1,haadiir mas ★𝗠𝗮𝗻dalika77★,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.967.754.795.330,ajina4710,Gass modifikasi motor bang 🙌,0,gass modifikasi motor bang,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.154.796.650,ilhanSultan-z1s,05:35 P U L A U W I N tempat ngadu nasib wkwkw,1,05:35 p u l a u w i n ngadu nasib wkwkw,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.155.032.390,rojesrizaldi7158,apaan tuch wkwk🤣,0,tuch wkwk,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.155.033.760,AliMuhsin-b7i,Mungkin om ziko ga ngeliat🗿,0,om ziko ga ngeliat,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.155.035.080,ikhsanlaksono4704,pura pura ga liat😂,0,pura pura ga liat,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.155.036.410,gibranghifari4565,ada apaansi di mbl mana,0,apaansi mbl,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.155.220.190,pandedec4692,Karna penta prima sponsor elite,0,karna penta prima sponsor elite,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.155.408.900,egixaxa913,Emg co itukan ada orgnya😂,0,emg co itukan orgnya,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.155.410.310,orakalapp4125,Tapi GK di liput karena kurang menarik 😂,0,gk liput menarik,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.155.593.380,MiftakhulHudaXYZ,Agak kaget,0,kaget,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,173.994.615.614.318,ChavesSuedas-u2g,"D𝐎𝐑𝐀𝟽𝟩 gacor, auto win",1,"d𝐎𝐑𝐀𝟽𝟩 gacor , auto win",1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.953.356.144.560,LIXXXONLY,boleh tu bang ziko modif motor 9:26,0,tu bang ziko modif motor 9:26,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.156.146.020,muhammadrozankhairi7684,15:28 yang hitam kok gak disebut bg?,0,15:28 hitam gak bg ?,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,173.994.615.614.736,vrengkiangga499,GD MEMANG THE BEST👍,0,gd the best,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.156.150.000,nabillaroyani7c612,9:33 gass mas bikin modifikasi motor bosan mobil terus😂,0,9:33 gass mas bikin modifikasi motor bosan mobil,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,173.994.615.615.135,MehmetNalan,Saatnya bersinar bersama 13:12 𝙈𝘼𝙉𝘿𝘼𝙇𝙄𝙆𝘼77,1,bersinar 13:12 𝙈𝘼𝙉𝘿𝘼𝙇𝙄𝙆𝘼77,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.156.152.670,pradanapraditya5196,Ulas full carman nya om fitra eri yg crast d mandalika bro..😊😊😊,0,ulas full carman nya om fitra eri yg crast d mandalika bro ..,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.156.154.010,achmaddavid6171,modifikasi motor waktu bulan puasa jadi asik tu @garasi drift,0,modifikasi motor puasa asik tu drift,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.156.155.340,kanNgeri,30:40 sesuai prediksi pasti bakal di review lebih dalam lagi,0,30:40 sesuai prediksi review,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.156.159.260,zaraina,35:06 menyala bang ziko😂,0,35:06 menyala bang ziko,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.156.163.190,SerhatMaria,Ｐｕｌａｕ７７７ makin menarik tiap harinya,1,ｐｕｌａｕ７７７ menarik harinya,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.156.164.500,m.asfahi9982,"Gasss bikin konten modif motor matic,kalau bisa rata kanan😂",0,"gasss bikin konten modif motor matic , kanan",0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.156.165.810,dimasady7908,30:04 wajib review di garasi drift iniiiii,0,30:04 wajib review garasi drift iniiiii,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.156.167.120,AkbarprasetyaPrasetya-h1h,GAS MAS ZIKO MODIFIKASI MOTOR XMAX NYA💯👌🔥,0,gas mas ziko modifikasi motor xmax nya,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.964.156.168.420,naofalazizi4022,15:38 ganggu banget ada mobil tot tot nyepil,0,15:38 ganggu banget mobil tot tot nyepil,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.156.365.890,Felixer2194,Gk diakui eksistensinya 🤭,0,gk diakui eksistensinya,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.156.367.210,Reiqu-r6d,nissan fairlady 350z itu🗿,0,nissan fairlady 350z,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.156.368.550,stealgame6892,Si asep gadiajak,0,si asep gadiajak,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.170.780,BayuAryanta,5:58 Salfok Sama Mobil Stiker Kobo Kanaeru🗿,0,5:58 salfok mobil stiker kobo kanaeru,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.172.210,haidarfahmi682,Ajak akang mv buat modip motor😅,0,ajak akang mv modip motor,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,173.994.615.717.354,ajiwibowo4342,28:37 detail banget ampe baut bautnya no play play ini mah,0,28:37 detail banget ampe baut bautnya no play play mah,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.174.840,ariebadarullah4935,"Gas dah buat modif motor, ninja ss atau vario",0,"gas dah modif motor , ninja ss vario",0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.964.157.178.800,fadllanrizky5172,gasss konten motornyaaa,0,gasss konten motornyaaa,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.180.120,mas_iko,Gas bang 🎉🎉🎉,0,gas bang,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.181.470,rahmanramadhan7113,mobil bang dipo gimana kabarnya padahal baru jadi😢,0,mobil bang dipo gimana kabarnya,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.740.021.757.182.710,exceladventino6085,Gasss Zikooo main motorrr💪,0,gasss zikooo main motorrr,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.184.060,putrakunawan5617,Mantap konten motor...gass mass,0,mantap konten motor ... gass mass,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.185.400,baviskurniawan,23:10 M4 Hobibarbar 🔥,0,23:10 m4 hobibarbar,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.188.000,rpriskco519,9:28 boleh juga tuh GD modif motor pasti menarik👍,0,9:28 tuh gd modif motor menarik,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.190.620,novianbgsr,"Modif motor auto rata kanann ini mh hehe gass modif"" motor bang😁",0,modif motor auto kanann mh hehe gass modif '' motor bang,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,173.996.775.719.191,akhmadzainurroziqin4891,produk korean utara apa korea selatan?,0,produk korean utara korea selatan ?,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.989.357.194.510,farhansurya7989,gass bang bikin konten modif motor❤❤❤,0,gass bang bikin konten modif motor,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.195.820,thejakartaroads,Modifikasi motor! Siap kawal bang Ziko 🫡,0,modifikasi motor ! kawal bang ziko,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.596.820,adefajarsetiawan9309,Bang tolong sering upload bang... cape nungguuuuuu😢,0,bang tolong upload bang ... cape nungguuuuuu,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.599.580,giraldolt7508,"9:42 gass,full spek biar lama durasi ny",0,"9:42 gass , full spek biar durasi ny",0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.985.757.600.910,Masadjiocta,Ya allah semoga yang komentar promosi dora77 di panggil oleh mu secepat . Amin,1,ya allah semoga komentar promosi dora77 panggil mu secepat . amin,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.603.560,misterruds721,Wey mbak sales ada pak bos bukan disapa malah ngobrol😂😂😂,0,wey mbak sales bos disapa ngobrol,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.949.757.606.180,Yeamplowabogoboga,Ada mobil si tampans semua wanita dpt dimiliki dan fokus karir,0,mobil si tampans wanita dpt dimiliki fokus karir,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.607.500,muhammadandy2606,33:30 bingung mobilnya keren keren,0,33:30 bingung mobilnya keren keren,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,173.994.615.760.882,SurgyanDavi-z2q,ga nyangka di menit 06:24 ganas banget perkaliannya kaya di ✯𝙈𝘼𝙉𝙐𝙏88✯,1,ga nyangka menit 06:24 ganas banget perkaliannya kaya ✯𝙈𝘼𝙉𝙐𝙏88✯,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.611.460,Prama_Ya,Ziko ngonten motor di chnel pribadinya seru tuh,0,ziko ngonten motor chnel pribadinya seru tuh,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.956.957.614.090,DaneshAu,gass bangg next modifikasi motorr,0,gass bangg next modifikasi motorr,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.615.410,santanachannel9690,"Ayo mas, bangun motor juga 😊😊😊",0,"ayo mas , bangun motor",0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,173.994.615.761.672,NAPOLEONCordova-l7w,ᗩᗷGᗯIᑎ bikin ketagihan! 18:50,1,ᗩᗷgᗯiᑎ bikin ketagihan ! 18:50,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.953.357.619.350,alexanderVR873,Gassss ziko bikin konten modifikasi motor,0,gassss ziko bikin konten modifikasi motor,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.620.660,riskydwiprasetyo1882,Gas mas kontenin x maxnya🔥🔥,0,gas mas kontenin x maxnya,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,173.994.975.762.201,housemusikremix8499,The elit sowkes 🎉,0,the elit sowkes,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.976.330,rizalmaulanaakbar6683,Gaskeun bang bikin konten motor 😁😁,0,gaskeun bang bikin konten motor,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.977.780,MARIOBAHAR69,11:16 yg warna hitam cakep bng😊,0,11:16 yg warna hitam cakep bng,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.980.460,fathurrahman6293,Fortuner cumi2 nya di lewatin dong 😂 15:36,0,fortuner cumi2 nya lewatin 15:36,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.981.790,anggiwisnu5548,Vlog gd terbaikkkk,0,vlog gd terbaikkkk,0
